donor_id,preferred_categories,donation_range_min,donation_range_max,location,preferred_type
D1693,"Food,Shelter",631,2014,Mumbai,NGO
D1694,"Shelter,Health",676,2346,Chennai,Orphanage
D1695,"Shelter,Food",914,4605,Chennai,NGO
D1696,"Food,Education",806,3978,Mumbai,Orphanage
D1697,Health,648,2872,Chennai,Orphanage
D1698,"Food,Education",627,2489,Bangalore,Orphanage
D1699,Education,882,3040,Delhi,Orphanage
D1700,"Shelter,Food",831,2062,Kolkata,NGO
D1701,Education,647,3647,Delhi,NGO
D1702,Arts,706,3543,Mumbai,NGO
D1703,Education,639,4263,Mumbai,Orphanage
D1704,Education,728,2774,Mumbai,NGO
D1705,Shelter,578,3874,Mumbai,NGO
D1706,"Shelter,Health",620,2039,Chennai,NGO
D1707,Shelter,504,4584,Mumbai,NGO
D1708,"Arts,Health",746,2257,Delhi,NGO
D1709,"Arts,Education",663,3406,Chennai,NGO
D1710,Education,620,3887,Mumbai,Orphanage
D1711,Food,612,2029,Kolkata,Orphanage
D1712,Education,536,3357,Bangalore,NGO
D1713,"Shelter,Education",950,2021,Bangalore,NGO
D1714,"Education,Health",847,2482,Delhi,NGO
D1715,Food,744,2306,Delhi,Orphanage
D1716,Shelter,545,4120,Delhi,NGO
D1717,Food,753,3467,Bangalore,NGO
D1718,Shelter,572,2204,Chennai,NGO
D1719,"Shelter,Food",620,4681,Kolkata,NGO
D1720,Arts,982,2797,Bangalore,Orphanage
D1721,Education,620,2004,Bangalore,Orphanage
D1722,Education,957,2179,Chennai,NGO
D1723,Food,780,2655,Mumbai,Orphanage
D1724,Food,597,2428,Kolkata,Orphanage
D1725,"Arts,Shelter",615,4752,Chennai,NGO
D1726,Shelter,958,2686,Bangalore,NGO
D1727,"Health,Arts",672,4385,Mumbai,Orphanage
D1728,"Education,Arts",760,3558,Delhi,NGO
D1729,Education,692,2759,Chennai,Orphanage
D1730,Health,986,3908,Delhi,Orphanage
D1731,"Shelter,Education",637,2094,Mumbai,Orphanage
D1732,"Education,Health",618,4245,Kolkata,Orphanage
D1733,Health,637,4674,Chennai,NGO
D1734,"Health,Food",760,3149,Chennai,Orphanage
D1735,"Health,Food",711,4228,Chennai,Orphanage
D1736,"Education,Shelter",533,4939,Kolkata,Orphanage
D1737,Health,837,4381,Bangalore,NGO
D1738,"Shelter,Food",769,3776,Bangalore,Orphanage
D1739,Shelter,711,3590,Bangalore,NGO
D1740,Food,662,3974,Chennai,NGO
D1741,"Arts,Education",710,4990,Delhi,Orphanage
D1742,"Health,Education",668,4514,Kolkata,NGO
D1743,"Food,Arts",935,4812,Kolkata,NGO
D1744,Shelter,706,4980,Delhi,Orphanage
D1745,Food,902,3846,Chennai,NGO
D1746,Arts,863,4572,Mumbai,Orphanage
D1747,"Shelter,Food",998,4824,Chennai,Orphanage
D1748,"Education,Food",892,4066,Kolkata,Orphanage
D1749,"Education,Food",544,3814,Delhi,Orphanage
D1750,"Arts,Food",907,2697,Mumbai,Orphanage
D1751,Arts,916,3162,Mumbai,NGO
D1752,"Food,Education",911,3651,Chennai,NGO
D1753,Arts,783,4398,Bangalore,NGO
D1754,Food,713,4616,Delhi,NGO
D1755,"Arts,Shelter",641,3318,Bangalore,Orphanage
D1756,"Food,Arts",560,3593,Kolkata,Orphanage
D1757,"Education,Arts",674,2097,Delhi,NGO
D1758,"Arts,Health",571,4697,Mumbai,Orphanage
D1759,Arts,673,2260,Bangalore,Orphanage
D1760,Food,571,3896,Kolkata,Orphanage
D1761,Health,714,4104,Chennai,NGO
D1762,"Arts,Education",998,4918,Mumbai,Orphanage
D1763,Shelter,654,4045,Mumbai,NGO
D1764,Food,634,3119,Mumbai,NGO
D1765,"Food,Health",741,2287,Chennai,NGO
D1766,Education,800,3992,Delhi,NGO
D1767,"Health,Arts",667,3260,Kolkata,Orphanage
D1768,"Food,Arts",874,3977,Chennai,NGO
D1769,Education,740,4872,Bangalore,Orphanage
D1770,"Food,Health",582,2898,Bangalore,NGO
D1771,"Education,Arts",824,3286,Kolkata,NGO
D1772,Arts,805,3691,Kolkata,Orphanage
D1773,Health,562,2590,Bangalore,NGO
D1774,Shelter,510,4761,Bangalore,NGO
D1775,"Education,Shelter",608,3008,Delhi,Orphanage
D1776,Education,701,2384,Kolkata,Orphanage
D1777,Shelter,959,3611,Delhi,NGO
D1778,Arts,879,2501,Bangalore,Orphanage
D1779,Food,978,2522,Bangalore,Orphanage
D1780,Health,559,2540,Chennai,NGO
D1781,"Food,Shelter",911,3001,Kolkata,NGO
D1782,Shelter,724,3561,Chennai,Orphanage
D1783,"Arts,Education",562,3252,Bangalore,Orphanage
D1784,"Health,Food",707,4142,Bangalore,Orphanage
D1785,"Education,Shelter",734,2692,Delhi,Orphanage
D1786,"Arts,Education",798,3259,Kolkata,Orphanage
D1787,Shelter,774,3658,Mumbai,Orphanage
D1788,Arts,880,2221,Bangalore,Orphanage
D1789,Food,829,4963,Delhi,Orphanage
D1790,"Health,Shelter",876,4979,Bangalore,Orphanage
D1791,Shelter,905,4144,Bangalore,Orphanage
D1792,Food,980,2693,Kolkata,Orphanage
D1793,Arts,909,2379,Kolkata,NGO
D1794,"Education,Arts",965,2289,Chennai,NGO
D1795,"Food,Health",569,2825,Delhi,Orphanage
D1796,"Arts,Education",628,4087,Kolkata,NGO
D1797,Shelter,576,4877,Delhi,NGO
D1798,"Shelter,Health",511,4887,Kolkata,Orphanage
D1799,"Education,Shelter",942,2937,Delhi,Orphanage
D1800,"Health,Food",674,4479,Bangalore,Orphanage
D1801,Shelter,786,3423,Bangalore,Orphanage
D1802,"Shelter,Arts",895,3610,Delhi,NGO
D1803,"Health,Food",911,4330,Chennai,NGO
D1804,"Health,Education",964,3941,Delhi,Orphanage
D1805,Arts,843,4813,Bangalore,Orphanage
D1806,"Food,Health",504,3405,Mumbai,Orphanage
D1807,Health,510,4301,Kolkata,Orphanage
D1808,"Food,Shelter",871,3326,Kolkata,NGO
D1809,"Food,Health",518,2320,Delhi,Orphanage
D1810,Arts,662,3281,Mumbai,Orphanage
D1811,"Arts,Food",824,2089,Kolkata,Orphanage
D1812,Shelter,643,2906,Chennai,NGO
D1813,"Health,Arts",528,4339,Chennai,Orphanage
D1814,Education,972,2405,Delhi,Orphanage
D1815,Shelter,982,3344,Mumbai,Orphanage
D1816,Education,878,2034,Kolkata,NGO
D1817,"Education,Shelter",915,2301,Kolkata,NGO
D1818,Education,628,4645,Chennai,Orphanage
D1819,Health,897,3855,Delhi,NGO
D1820,Health,855,4104,Delhi,NGO
D1821,"Health,Food",867,2378,Bangalore,Orphanage
D1822,Health,721,2744,Bangalore,NGO
D1823,Arts,741,3896,Delhi,Orphanage
D1824,"Education,Shelter",623,2991,Mumbai,Orphanage
D1825,Food,621,3261,Kolkata,NGO
D1826,"Education,Arts",851,4927,Mumbai,NGO
D1827,Education,660,4213,Chennai,Orphanage
D1828,Shelter,945,4797,Delhi,NGO
D1829,"Health,Education",944,2146,Kolkata,Orphanage
D1830,"Education,Health",779,3690,Bangalore,NGO
D1831,"Health,Education",856,2919,Mumbai,Orphanage
D1832,Shelter,533,4309,Mumbai,Orphanage
D1833,"Education,Food",697,4049,Mumbai,Orphanage
D1834,Food,637,3936,Chennai,Orphanage
D1835,Shelter,902,2572,Mumbai,NGO
D1836,"Health,Education",783,2784,Chennai,Orphanage
D1837,"Food,Health",910,2225,Bangalore,Orphanage
D1838,Shelter,867,4460,Kolkata,Orphanage
D1839,Education,885,3024,Bangalore,Orphanage
D1840,Arts,883,2124,Delhi,Orphanage
D1841,Shelter,940,4287,Bangalore,Orphanage
D1842,"Education,Arts",667,2358,Delhi,Orphanage
D1843,Arts,917,2154,Bangalore,NGO
D1844,"Health,Food",534,2333,Delhi,NGO
D1845,Health,629,4223,Bangalore,NGO
D1846,Food,673,2231,Mumbai,NGO
D1847,Health,987,4957,Chennai,NGO
D1848,"Arts,Food",977,3954,Bangalore,Orphanage
D1849,Shelter,827,2854,Bangalore,NGO
D1850,"Education,Arts",910,4856,Bangalore,Orphanage
D1851,"Shelter,Food",683,3446,Mumbai,Orphanage
D1852,"Education,Health",678,4924,Bangalore,Orphanage
D1853,Health,610,2272,Mumbai,Orphanage
D1854,"Shelter,Education",869,3581,Delhi,NGO
D1855,"Health,Shelter",882,4573,Kolkata,Orphanage
D1856,Shelter,817,3961,Kolkata,Orphanage
D1857,Health,783,3096,Delhi,NGO
D1858,Arts,501,2283,Kolkata,NGO
D1859,"Arts,Education",963,2209,Kolkata,Orphanage
D1860,"Health,Education",811,4631,Mumbai,Orphanage
D1861,"Arts,Health",884,3744,Chennai,NGO
D1862,Education,775,4997,Mumbai,Orphanage
D1863,"Health,Arts",599,3544,Chennai,NGO
D1864,"Arts,Education",677,2644,Mumbai,Orphanage
D1865,Education,827,3674,Chennai,NGO
D1866,Food,953,3964,Mumbai,Orphanage
D1867,Arts,527,3797,Mumbai,NGO
D1868,"Education,Food",650,2104,Delhi,Orphanage
D1869,"Arts,Shelter",687,3758,Delhi,Orphanage
D1870,Food,980,3421,Delhi,Orphanage
D1871,"Food,Education",822,2315,Mumbai,NGO
D1872,Arts,674,2984,Bangalore,Orphanage
D1873,Health,896,2832,Chennai,Orphanage
D1874,"Arts,Shelter",694,3488,Mumbai,Orphanage
D1875,"Shelter,Health",821,2779,Mumbai,NGO
D1876,"Shelter,Food",832,4425,Delhi,Orphanage
D1877,Food,933,2594,Kolkata,Orphanage
D1878,"Education,Shelter",684,2295,Chennai,NGO
D1879,"Health,Shelter",612,4529,Mumbai,Orphanage
D1880,"Arts,Health",541,3459,Kolkata,Orphanage
D1881,"Food,Shelter",532,4309,Mumbai,Orphanage
D1882,"Health,Food",826,2544,Bangalore,NGO
D1883,"Health,Shelter",504,2860,Mumbai,NGO
D1884,Arts,625,4813,Bangalore,NGO
D1885,"Food,Arts",669,4859,Delhi,NGO
D1886,Shelter,576,3423,Chennai,Orphanage
D1887,Arts,781,2006,Chennai,Orphanage
D1888,"Health,Shelter",502,3209,Mumbai,Orphanage
D1889,"Shelter,Food",927,4142,Kolkata,NGO
D1890,"Food,Education",623,4689,Bangalore,Orphanage
D1891,"Health,Arts",744,3177,Bangalore,Orphanage
D1892,"Health,Food",654,3128,Kolkata,NGO
D1893,"Education,Health",776,2863,Delhi,Orphanage
D1894,Arts,693,2458,Mumbai,Orphanage
D1895,Education,773,4224,Delhi,Orphanage
D1896,Food,546,3568,Chennai,Orphanage
D1897,Food,811,3389,Mumbai,NGO
D1898,"Food,Arts",713,3733,Bangalore,Orphanage
D1899,"Health,Arts",944,4598,Bangalore,NGO
D1900,Education,972,2631,Bangalore,NGO
D1901,Food,905,4663,Kolkata,Orphanage
D1902,"Arts,Food",984,2644,Bangalore,NGO
D1903,"Food,Health",728,2976,Delhi,NGO
D1904,Food,550,2994,Mumbai,NGO
D1905,Education,948,2997,Delhi,NGO
D1906,"Shelter,Health",929,2205,Chennai,NGO
D1907,Health,776,3711,Bangalore,NGO
D1908,"Arts,Food",775,2810,Bangalore,Orphanage
D1909,Health,538,2537,Kolkata,Orphanage
D1910,Education,998,2075,Delhi,Orphanage
D1911,Food,878,4363,Mumbai,NGO
D1912,Arts,577,3196,Delhi,Orphanage
D1913,"Education,Food",569,3957,Kolkata,Orphanage
D1914,"Arts,Health",522,2286,Delhi,Orphanage
D1915,"Food,Health",697,3649,Kolkata,Orphanage
D1916,Education,850,3603,Kolkata,Orphanage
D1917,"Health,Arts",534,2095,Chennai,Orphanage
D1918,Health,878,2911,Delhi,NGO
D1919,Education,933,2812,Mumbai,NGO
D1920,"Health,Food",783,4100,Chennai,NGO
D1921,"Health,Arts",647,3454,Delhi,NGO
D1922,"Education,Arts",781,3876,Bangalore,Orphanage
D1923,"Education,Shelter",789,3533,Mumbai,Orphanage
D1924,Health,536,3356,Delhi,Orphanage
D1925,"Education,Health",939,4066,Mumbai,Orphanage
D1926,"Shelter,Food",621,3000,Bangalore,Orphanage
D1927,"Food,Education",827,4011,Delhi,NGO
D1928,"Food,Education",964,4271,Kolkata,Orphanage
D1929,"Arts,Education",579,3445,Mumbai,NGO
D1930,"Food,Health",931,2417,Mumbai,Orphanage
D1931,Food,695,3332,Chennai,NGO
D1932,"Food,Shelter",592,4885,Bangalore,NGO
D1933,Food,689,4166,Kolkata,Orphanage
D1934,Shelter,520,3944,Mumbai,Orphanage
D1935,"Shelter,Food",911,4667,Delhi,NGO
D1936,"Shelter,Arts",886,2411,Chennai,NGO
D1937,Shelter,764,2543,Kolkata,Orphanage
D1938,"Health,Food",869,4611,Delhi,NGO
D1939,"Education,Food",513,4659,Bangalore,NGO
D1940,"Food,Arts",841,2630,Kolkata,Orphanage
D1941,Arts,811,2482,Kolkata,NGO
D1942,Health,986,2299,Kolkata,NGO
D1943,"Arts,Shelter",965,2447,Chennai,NGO
D1944,Food,730,2736,Mumbai,NGO
D1945,Arts,783,2960,Chennai,Orphanage
D1946,Arts,803,3289,Chennai,NGO
D1947,Health,648,3787,Bangalore,Orphanage
D1948,Food,900,4727,Kolkata,NGO
D1949,Health,666,4042,Bangalore,NGO
D1950,Education,628,2818,Chennai,NGO
D1951,"Shelter,Health",702,3192,Mumbai,NGO
D1952,"Shelter,Education",598,4529,Delhi,Orphanage
D1953,Arts,616,3886,Chennai,Orphanage
D1954,Shelter,766,4317,Bangalore,NGO
D1955,Food,519,4038,Chennai,Orphanage
D1956,Education,704,4991,Delhi,Orphanage
D1957,"Education,Arts",721,2673,Delhi,NGO
D1958,Arts,904,2934,Bangalore,Orphanage
D1959,"Arts,Health",965,3431,Mumbai,NGO
D1960,Health,883,3764,Kolkata,Orphanage
D1961,Health,756,4865,Mumbai,Orphanage
D1962,"Shelter,Education",786,4315,Bangalore,Orphanage
D1963,"Arts,Shelter",599,3031,Kolkata,Orphanage
D1964,"Health,Arts",728,4181,Bangalore,Orphanage
D1965,Shelter,763,2099,Delhi,NGO
D1966,Health,534,2062,Delhi,Orphanage
D1967,"Health,Education",779,3775,Delhi,NGO
D1968,"Arts,Food",936,2945,Kolkata,NGO
D1969,Education,957,2717,Chennai,Orphanage
D1970,"Education,Food",612,2354,Mumbai,Orphanage
D1971,"Arts,Food",887,2121,Delhi,NGO
D1972,Arts,509,4364,Mumbai,NGO
D1973,"Food,Health",613,4090,Bangalore,Orphanage
D1974,"Health,Shelter",981,3900,Kolkata,NGO
D1975,"Shelter,Food",866,2435,Bangalore,NGO
D1976,"Health,Food",942,4580,Chennai,Orphanage
D1977,Food,507,4857,Kolkata,Orphanage
D1978,"Education,Arts",726,2158,Kolkata,Orphanage
D1979,"Arts,Education",525,4891,Chennai,Orphanage
D1980,"Education,Shelter",536,2960,Bangalore,NGO
D1981,"Food,Education",924,2194,Delhi,Orphanage
D1982,"Arts,Health",614,3447,Delhi,NGO
D1983,Education,652,2655,Delhi,Orphanage
D1984,"Arts,Health",992,4528,Bangalore,Orphanage
D1985,Food,823,2403,Kolkata,Orphanage
D1986,"Food,Health",774,2698,Bangalore,NGO
D1987,"Arts,Shelter",851,4478,Chennai,NGO
D1988,"Arts,Food",916,3388,Bangalore,NGO
D1989,"Health,Education",669,3504,Bangalore,NGO
D1990,"Health,Shelter",678,4889,Delhi,Orphanage
D1991,Education,639,3393,Kolkata,NGO
D1992,"Shelter,Food",747,4635,Chennai,Orphanage
D1993,"Education,Food",872,2969,Mumbai,NGO
D1994,Health,572,2130,Chennai,NGO
D1995,"Shelter,Arts",865,2651,Delhi,Orphanage
D1996,Food,644,4694,Chennai,NGO
D1997,"Education,Arts",923,4377,Mumbai,Orphanage
D1998,Arts,808,2066,Chennai,Orphanage
D1999,Food,585,4643,Delhi,Orphanage
D2000,"Shelter,Arts",894,3799,Delhi,Orphanage
D2001,"Food,Education",681,4583,Bangalore,Orphanage
D2002,Education,908,4127,Bangalore,NGO
D2003,"Shelter,Food",855,2122,Chennai,Orphanage
D2004,Shelter,963,4315,Kolkata,Orphanage
D2005,Arts,965,2258,Mumbai,Orphanage
D2006,"Food,Education",564,4397,Delhi,NGO
D2007,Shelter,578,3698,Bangalore,NGO
D2008,"Food,Shelter",921,3034,Delhi,NGO
D2009,Food,824,4069,Bangalore,NGO
D2010,Education,981,2358,Bangalore,NGO
D2011,"Shelter,Health",729,4622,Kolkata,NGO
D2012,Arts,671,2540,Bangalore,NGO
D2013,"Arts,Education",812,4261,Chennai,NGO
D2014,Food,788,3190,Kolkata,Orphanage
D2015,Education,955,3061,Chennai,Orphanage
D2016,Health,538,2748,Chennai,Orphanage
D2017,"Education,Food",690,2941,Bangalore,Orphanage
D2018,Arts,639,2379,Bangalore,Orphanage
D2019,"Education,Arts",962,3262,Kolkata,NGO
D2020,"Education,Shelter",714,3212,Chennai,NGO
D2021,Shelter,931,3735,Chennai,NGO
D2022,"Arts,Health",848,2552,Kolkata,NGO
D2023,Health,559,4087,Delhi,NGO
D2024,"Arts,Food",718,3434,Delhi,NGO
D2025,Food,849,3677,Chennai,Orphanage
D2026,Arts,910,3831,Chennai,NGO
D2027,"Food,Shelter",840,4982,Chennai,Orphanage
D2028,"Education,Food",714,3628,Chennai,Orphanage
D2029,Arts,518,2054,Kolkata,NGO
D2030,"Shelter,Arts",716,2228,Chennai,NGO
D2031,"Arts,Education",664,3131,Delhi,Orphanage
D2032,Education,704,2931,Mumbai,Orphanage
D2033,"Health,Food",829,3035,Kolkata,NGO
D2034,"Education,Food",933,3381,Mumbai,Orphanage
D2035,"Food,Shelter",639,3041,Chennai,Orphanage
D2036,"Education,Food",672,3958,Kolkata,Orphanage
D2037,Health,593,4751,Bangalore,Orphanage
D2038,Education,631,4163,Kolkata,Orphanage
D2039,"Food,Shelter",745,3038,Bangalore,NGO
D2040,Education,545,2909,Bangalore,Orphanage
D2041,"Health,Education",818,2888,Mumbai,NGO
D2042,"Shelter,Health",870,3218,Delhi,NGO
D2043,Shelter,578,4218,Bangalore,Orphanage
D2044,Health,769,2290,Bangalore,Orphanage
D2045,"Food,Education",800,3301,Mumbai,NGO
D2046,"Health,Food",534,4836,Bangalore,NGO
D2047,"Education,Health",739,4507,Delhi,Orphanage
D2048,Shelter,753,2173,Kolkata,Orphanage
D2049,Arts,689,3644,Kolkata,Orphanage
D2050,Food,817,2451,Chennai,NGO
D2051,Health,947,4657,Bangalore,Orphanage
D2052,"Food,Arts",923,3772,Chennai,NGO
D2053,Health,833,2264,Kolkata,Orphanage
D2054,Food,641,4881,Delhi,NGO
D2055,Arts,661,2655,Mumbai,Orphanage
D2056,Arts,990,4268,Bangalore,NGO
D2057,Shelter,616,2084,Bangalore,Orphanage
D2058,Arts,578,4415,Kolkata,NGO
D2059,Health,973,3643,Chennai,Orphanage
D2060,Arts,514,2152,Delhi,NGO
D2061,"Education,Shelter",673,4108,Bangalore,Orphanage
D2062,Shelter,912,2428,Bangalore,Orphanage
D2063,Food,612,4123,Kolkata,Orphanage
D2064,"Food,Education",842,2108,Chennai,Orphanage
D2065,Shelter,974,4559,Delhi,NGO
D2066,Health,836,3970,Kolkata,NGO
D2067,Food,660,4577,Mumbai,NGO
D2068,"Food,Health",906,4481,Mumbai,Orphanage
D2069,Education,731,2149,Delhi,Orphanage
D2070,Education,615,3585,Kolkata,Orphanage
D2071,"Health,Arts",604,3274,Bangalore,NGO
D2072,"Education,Shelter",962,4982,Kolkata,Orphanage
D2073,"Arts,Shelter",633,3988,Kolkata,NGO
D2074,Shelter,949,4162,Delhi,Orphanage
D2075,"Education,Health",948,2388,Bangalore,Orphanage
D2076,Shelter,550,3630,Kolkata,NGO
D2077,Arts,866,4714,Bangalore,NGO
D2078,"Shelter,Health",625,4620,Kolkata,Orphanage
D2079,"Health,Shelter",763,3708,Chennai,NGO
D2080,"Education,Shelter",668,2730,Mumbai,NGO
D2081,"Health,Education",571,4459,Kolkata,Orphanage
D2082,Education,525,3265,Chennai,NGO
D2083,Arts,641,3937,Delhi,Orphanage
D2084,"Shelter,Health",981,3702,Delhi,Orphanage
D2085,"Health,Food",954,2450,Kolkata,NGO
D2086,"Shelter,Health",632,3190,Delhi,NGO
D2087,Food,544,3960,Mumbai,NGO
D2088,"Arts,Food",988,4547,Chennai,NGO
D2089,Education,581,4653,Delhi,Orphanage
D2090,"Health,Food",814,4277,Chennai,Orphanage
D2091,Shelter,877,3860,Mumbai,NGO
D2092,Shelter,775,3433,Mumbai,Orphanage
D2093,Shelter,876,2667,Delhi,Orphanage
D2094,"Shelter,Arts",868,2141,Delhi,Orphanage
D2095,Education,636,2898,Mumbai,Orphanage
D2096,"Health,Arts",879,4047,Chennai,NGO
D2097,Food,885,2619,Bangalore,Orphanage
D2098,Health,649,3062,Delhi,NGO
D2099,Shelter,604,2826,Chennai,NGO
D2100,Education,774,2716,Delhi,Orphanage
D2101,"Education,Food",877,2451,Bangalore,Orphanage
D2102,Health,627,4051,Chennai,NGO
D2103,"Food,Education",676,3758,Bangalore,Orphanage
D2104,"Food,Shelter",684,2382,Chennai,NGO
D2105,Arts,867,3669,Mumbai,Orphanage
D2106,Arts,885,3294,Chennai,NGO
D2107,Health,691,4185,Delhi,NGO
D2108,"Education,Health",882,2296,Chennai,Orphanage
D2109,"Shelter,Education",631,4544,Kolkata,Orphanage
D2110,Education,965,3268,Delhi,Orphanage
D2111,Food,956,4083,Kolkata,Orphanage
D2112,Arts,902,2355,Chennai,NGO
D2113,"Health,Education",887,4550,Chennai,Orphanage
D2114,Arts,634,2772,Mumbai,NGO
D2115,Shelter,542,3286,Delhi,NGO
D2116,"Shelter,Health",577,3378,Mumbai,NGO
D2117,"Shelter,Arts",519,4130,Mumbai,NGO
D2118,Food,970,4155,Kolkata,NGO
D2119,Shelter,971,4053,Delhi,Orphanage
D2120,Shelter,674,2167,Bangalore,Orphanage
D2121,"Education,Food",783,2084,Chennai,NGO
D2122,"Shelter,Arts",514,2723,Chennai,NGO
D2123,"Education,Shelter",977,4496,Chennai,Orphanage
D2124,Education,893,4878,Bangalore,NGO
D2125,Arts,662,2214,Delhi,NGO
D2126,"Food,Arts",793,4878,Delhi,NGO
D2127,Health,828,3613,Bangalore,Orphanage
D2128,"Shelter,Health",726,3024,Chennai,NGO
D2129,"Shelter,Arts",642,4735,Bangalore,NGO
D2130,Health,577,4177,Mumbai,Orphanage
D2131,"Food,Health",601,3193,Chennai,NGO
D2132,Arts,836,2106,Bangalore,NGO
D2133,"Arts,Shelter",961,4072,Kolkata,NGO
D2134,Arts,792,4392,Mumbai,Orphanage
D2135,"Food,Health",845,4515,Mumbai,NGO
D2136,"Arts,Health",833,3431,Chennai,NGO
D2137,"Arts,Shelter",701,3795,Bangalore,Orphanage
D2138,Arts,800,2572,Kolkata,NGO
D2139,"Health,Shelter",900,3375,Mumbai,Orphanage
D2140,Shelter,594,4133,Mumbai,NGO
D2141,Shelter,850,2347,Chennai,Orphanage
D2142,Arts,971,2309,Kolkata,NGO
D2143,"Education,Health",576,3749,Chennai,Orphanage
D2144,Shelter,745,4476,Bangalore,Orphanage
D2145,"Health,Shelter",882,4158,Mumbai,NGO
D2146,Food,720,3246,Chennai,Orphanage
D2147,Health,687,2081,Delhi,NGO
D2148,"Shelter,Food",583,4599,Mumbai,Orphanage
D2149,"Food,Shelter",942,2614,Delhi,Orphanage
D2150,"Shelter,Food",889,2934,Delhi,Orphanage
D2151,Education,899,2523,Mumbai,NGO
D2152,Shelter,724,4287,Bangalore,NGO
D2153,"Arts,Education",807,3775,Delhi,NGO
D2154,Health,959,3642,Chennai,Orphanage
D2155,"Arts,Health",505,2145,Chennai,NGO
D2156,Shelter,846,4581,Chennai,Orphanage
D2157,Arts,769,3458,Mumbai,Orphanage
D2158,Education,630,3741,Delhi,NGO
D2159,"Education,Food",723,4002,Chennai,NGO
D2160,"Food,Shelter",853,3360,Delhi,NGO
D2161,Food,520,4990,Bangalore,NGO
D2162,"Arts,Health",949,3234,Mumbai,NGO
D2163,"Health,Food",653,3563,Chennai,Orphanage
D2164,"Education,Shelter",891,4787,Delhi,NGO
D2165,"Health,Arts",980,4428,Chennai,NGO
D2166,Education,822,2987,Mumbai,NGO
D2167,"Food,Health",875,4076,Bangalore,NGO
D2168,Arts,858,4609,Bangalore,NGO
D2169,"Health,Arts",709,2665,Mumbai,NGO
D2170,Arts,786,4829,Chennai,NGO
D2171,Arts,511,3322,Mumbai,Orphanage
D2172,"Education,Shelter",979,4626,Kolkata,NGO
D2173,Arts,586,2245,Bangalore,NGO
D2174,"Shelter,Arts",766,2061,Delhi,NGO
D2175,"Arts,Education",988,4539,Delhi,NGO
D2176,Education,869,4971,Kolkata,NGO
D2177,Health,976,2566,Kolkata,Orphanage
D2178,"Shelter,Arts",731,3986,Chennai,NGO
D2179,Education,847,4507,Chennai,NGO
D2180,"Food,Education",528,2699,Chennai,Orphanage
D2181,Health,597,2356,Delhi,NGO
D2182,Food,670,3694,Bangalore,NGO
D2183,"Food,Arts",767,4244,Chennai,Orphanage
D2184,"Food,Shelter",918,2817,Delhi,Orphanage
D2185,Food,706,3413,Mumbai,Orphanage
D2186,"Arts,Food",870,4045,Mumbai,NGO
D2187,Arts,837,4131,Kolkata,Orphanage
D2188,"Arts,Education",534,3581,Chennai,NGO
D2189,Arts,618,3092,Delhi,Orphanage
D2190,"Health,Arts",570,2798,Kolkata,NGO
D2191,"Shelter,Food",918,3006,Delhi,Orphanage
D2192,"Food,Shelter",775,3161,Chennai,NGO
D2193,"Education,Arts",606,2902,Mumbai,NGO
D2194,Arts,752,3376,Mumbai,NGO
D2195,"Education,Food",633,4547,Delhi,NGO
D2196,"Arts,Food",754,3262,Delhi,Orphanage
D2197,"Education,Health",959,2599,Mumbai,Orphanage
D2198,"Education,Food",955,4799,Mumbai,Orphanage
D2199,"Shelter,Education",802,2753,Chennai,NGO
D2200,Food,948,3760,Mumbai,Orphanage
D2201,Arts,958,2030,Delhi,Orphanage
D2202,"Health,Food",936,4414,Kolkata,NGO
D2203,"Health,Arts",513,3585,Bangalore,Orphanage
D2204,Education,636,4137,Bangalore,NGO
D2205,"Arts,Education",883,3003,Bangalore,Orphanage
D2206,"Shelter,Arts",849,2637,Bangalore,NGO
D2207,"Health,Arts",733,4938,Kolkata,NGO
D2208,"Arts,Education",767,3282,Kolkata,Orphanage
D2209,Health,916,2159,Delhi,NGO
D2210,"Health,Shelter",521,4197,Delhi,NGO
D2211,Health,923,4502,Delhi,NGO
D2212,"Health,Education",835,4518,Chennai,NGO
D2213,Shelter,516,2849,Chennai,NGO
D2214,Health,681,3754,Mumbai,Orphanage
D2215,Shelter,879,4949,Delhi,Orphanage
D2216,Shelter,680,3817,Mumbai,NGO
D2217,"Shelter,Arts",709,2177,Chennai,NGO
D2218,Arts,750,3731,Mumbai,Orphanage
D2219,Shelter,554,3914,Mumbai,Orphanage
D2220,Arts,803,3995,Bangalore,Orphanage
D2221,Arts,819,4587,Kolkata,Orphanage
D2222,Arts,670,3895,Mumbai,NGO
D2223,Education,550,2397,Chennai,Orphanage
D2224,"Shelter,Education",872,2442,Mumbai,Orphanage
D2225,Arts,945,3239,Delhi,Orphanage
D2226,"Health,Arts",555,2336,Delhi,Orphanage
D2227,"Shelter,Health",510,2272,Bangalore,NGO
D2228,Health,791,4809,Bangalore,Orphanage
D2229,"Shelter,Food",593,2076,Mumbai,Orphanage
D2230,Education,512,4815,Bangalore,Orphanage
D2231,"Arts,Food",892,2468,Bangalore,NGO
D2232,Shelter,616,4083,Delhi,Orphanage
D2233,Arts,928,3720,Chennai,Orphanage
D2234,"Food,Shelter",852,2623,Chennai,NGO
D2235,"Health,Arts",543,3112,Chennai,Orphanage
D2236,"Health,Education",850,3196,Delhi,NGO
D2237,Health,832,4983,Mumbai,NGO
D2238,"Arts,Education",670,4289,Bangalore,Orphanage
D2239,Health,798,3052,Kolkata,NGO
